title,gen_sg,gen_pl
антиквариат,антиквариа́та,антиквариа́тов
антикварк,антиква́рка,антиква́рков
антиклерикализм,антиклерикали́зма,антиклерикали́змов
антикоагулянт,антикоагуля́нта,антикоагуля́нтов
антилопа,антило́пы,антило́п
антиматерия,антимате́рии,антимате́рий
антиномист,антиноми́ста,антиноми́стов
антиномистка,антиноми́стки,антиноми́сток
антиохиец,антиохи́йца,антиохи́йцев
антиохийка,антиохи́йки,антиохи́ек
антипатия,антипа́тии,антипа́тий
антипиретик,антипире́тика,антипире́тиков
антипод,антипо́да,антипо́дов
антипсихотик,антипсихо́тика,антипсихо́тиков
